Id,SalePrice
1461,120148.32877716002
1462,156012.40795492483
1463,183974.50349011942
1464,201149.9334308373
1465,196764.25520275184
1466,167338.3715011396
1467,174639.46152206365
1468,159850.25434259005
1469,192716.0196782362
1470,117679.53603475032
1471,183174.2334090351
1472,97214.15114700198
1473,93891.41246886202
1474,141858.48808144027
1475,103844.4179697933
1476,374947.12384765537
1477,247521.68498751445
1478,294301.39829671266
1479,288245.4562613749
1480,517734.2930043309
1481,337735.1689333797
1482,209143.68269362804
1483,180349.4434892852
1484,161288.16434420645
1485,194204.9102313622
1486,192406.71080246975
1487,348873.05555384036
1488,231859.90166281114
1489,190494.83708319353
1490,241632.93114220968
1491,195030.1009025947
1492,93220.79490837191
1493,182952.56588835252
1494,296002.33749850286
1495,291017.70788169646
1496,234188.78967830128
1497,174007.9204172949
1498,174603.88581127216
1499,161865.63234427926
1500,152033.88656254008
1501,176104.68146639943
1502,146577.86752165825
1503,290811.7402924152
1504,241061.47166139065
1505,225357.61918957194
1506,192564.75260733793
1507,245420.50511727514
1508,203892.00498468627
1509,162272.938055817
1510,142387.65747595316
1511,156799.53450483442
1512,174520.20164146682
1513,141618.1300592168
1514,162123.5797825228
1515,190952.4661924245
1516,153574.05605678484
1517,173807.51186154634
1518,134245.63257144994
1519,208295.23122354856
1520,124544.56104629475
1521,129003.38001345587
1522,177644.99796275413
1523,110192.23739291837
1524,122742.89267658078
1525,120334.97215448816
1526,108157.33390956916
1527,104001.5891616145
1528,139094.9123140515
1529,153012.0208941085
1530,190447.3500924359
1531,104630.95358732199
1532,96128.92629359875
1533,152157.70834504857
1534,128039.1806663766
1535,146418.80016370767
1536,109158.44236291791
1537,58874.050836132126
1538,152506.02646044866
1539,179040.5267536719
1540,90618.07238909868
1541,143516.95929613747
1542,145741.36450874226
1543,187186.2810882798
1544,87066.0910170837
1545,114469.95485822448
1546,138273.79161226787
1547,136161.44697772025
1548,138494.5950705401
1549,119009.4236065134
1550,133238.87973656514
1551,105985.38171905276
1552,131612.64816747993
1553,144443.8684208684
1554,115412.0937660365
1555,163548.34927052713
1556,83001.27325050546
1557,109025.24495011129
1558,106259.8664850237
1559,67350.22810750052
1560,127515.84723599198
1561,127211.64971756245
1562,130187.09053078308
1563,118503.7494643082
1564,154155.84264324864
1565,153559.36039517797
1566,239977.78279136898
1567,77330.74132108933
1568,239860.1221135399
1569,134719.3091322564
1570,134383.69501164285
1571,115945.29027002577
1572,141185.30441148672
1573,238712.97488465777
1574,119962.78047345323
1575,232813.09170832176
1576,246994.1681202304
1577,177680.3907560672
1578,143547.62127712084
1579,148538.48789887677
1580,198038.1521923274
1581,152472.71730170565
1582,123309.4832785655
1583,293313.33712766506
1584,214941.0210503844
1585,135210.84328306676
1586,72284.70358241706
1587,105728.77647628589
1588,151537.14076704573
1589,97645.56850080352
1590,132140.6221652689
1591,92639.41337457576
1592,113972.45024690154
1593,127003.24923092771
1594,115815.85594067335
1595,104101.80612816277
1596,218288.1968099638
1597,199206.09932683458
1598,230025.36760841706
1599,170536.43991293496
1600,162424.09767699055
1601,66653.40022373122
1602,116139.00691724624
1603,73429.17238619272
1604,263068.5687271278
1605,241172.85559986206
1606,166553.4608520275
1607,183662.1334804303
1608,217329.02671102376
1609,179790.76549917427
1610,151437.25082036277
1611,136380.3855703629
1612,173038.59094928528
1613,166016.77681851646
1614,123426.61871413227
1615,93186.86053898289
1616,79586.09481137263
1617,93239.99951630773
1618,128860.02170326766
1619,138331.0134165029
1620,152180.01088835715
1621,138441.25544508328
1622,141408.67846917475
1623,262158.20500544435
1624,216813.98689964126
1625,117071.5478593159
1626,169730.51187300665
1627,197891.041447755
1628,276163.56133377407
1629,179475.87827875145
1630,343389.45770331426
1631,223825.2089524015
1632,245203.1270719354
1633,175256.52098403662
1634,185768.07546585263
1635,171465.1669318041
1636,149518.4094811981
1637,202168.803320846
1638,174011.63282579693
1639,184643.11313069353
1640,245087.54524263393
1641,175366.59054333015
1642,241689.1352279982
1643,216516.51793967342
1644,241053.3440314271
1645,202014.05167186665
1646,159997.3045289874
1647,157596.5005416378
1648,128645.63441975255
1649,141191.2959058575
1650,111494.48060322602
1651,121883.1302785062
1652,98360.22673437571
1653,99614.56719803199
1654,141910.4046492865
1655,126991.96283872939
1656,138248.34435966905
1657,146217.0728618296
1658,144716.31054431497
1659,114756.47137730487
1660,150532.70170548387
1661,466881.9262934738
1662,379837.3606430952
1663,370683.9070053893
1664,512960.3188671397
1665,304083.74054315913
1666,328815.992315879
1667,389741.6394272024
1668,346092.13280361786
1669,300802.9918622817
1670,342471.51682301983
1671,260995.01723081234
1672,425898.4033032149
1673,285937.62431965116
1674,233761.1870664687
1675,195749.30373514554
1676,189087.85798616655
1677,220615.27256667303
1678,466070.7763198477
1679,393506.4144908497
1680,326312.06073792523
1681,243733.15161184844
1682,318104.15637108113
1683,182913.69435703845
1684,174802.46884221892
1685,170612.19351487182
1686,166741.60495900895
1687,171899.3096535067
1688,190478.31786760094
1689,191331.9132951984
1690,197854.22260816343
1691,187623.64133525867
1692,258450.81019445765
1693,170226.82932188653
1694,182309.37395964557
1695,166414.46536899096
1696,270888.0156379671
1697,172393.92431744232
1698,353704.9121415797
1699,312260.9563644946
1700,252961.3883735583
1701,269981.9775381423
1702,248005.70198910817
1703,243580.7203189282
1704,274835.4603089448
1705,239827.06408057176
1706,443916.0811289867
1707,211084.82756747346
1708,201997.05364668192
1709,267063.961774456
1710,218332.55170228326
1711,281169.98502972414
1712,256482.06968005016
1713,279755.81505822286
1714,226120.85309936927
1715,207591.3535928461
1716,184651.151010513
1717,175563.58760055524
1718,138354.99748138705
1719,214533.21139489673
1720,236566.03467568554
1721,158993.5934129764
1722,125412.80158454459
1723,153658.38771258882
1724,201511.88299651747
1725,229844.15211204463
1726,179172.98248942307
1727,154919.24967196345
1728,167586.33546754578
1729,167887.14505376446
1730,153663.20060039684
1731,115109.7991549143
1732,127910.00726308975
1733,112722.16009417782
1734,120157.33095680719
1735,122954.09146295142
1736,104293.66556527576
1737,298841.7880436965
1738,261034.70088910405
1739,224735.1018650217
1740,214978.95915647616
1741,187617.37578154998
1742,171012.04260045686
1743,180292.78133510766
1744,345386.18953118584
1745,219092.21944242995
1746,166484.34423216438
1747,217535.07408880914
1748,206153.28766375827
1749,140136.656333969
1750,120615.20512618712
1751,248313.56111398502
1752,113757.89659498166
1753,152903.9878839446
1754,192623.1682184171
1755,162888.8111389442
1756,127441.53241673371
1757,121151.53498251899
1758,141754.68203667694
1759,157374.96362555283
1760,164781.58024966536
1761,148722.53048285464
1762,169789.74936567567
1763,190900.74305988025
1764,113360.81594631785
1765,165581.07223143365
1766,195096.7407186166
1767,230054.67521688394
1768,139859.34339609277
1769,172378.62541730655
1770,156389.21101917067
1771,118683.75427570802
1772,130941.05785462291
1773,118703.93580344395
1774,145649.3720445015
1775,142752.11081407036
1776,123305.34060615615
1777,108979.03978249032
1778,140070.47924169904
1779,126115.4009388324
1780,183102.853273293
1781,127959.12232465974
1782,85776.56664153124
1783,144930.90017672468
1784,110408.81926652131
1785,125454.92686638945
1786,129459.46398937436
1787,158392.90524159686
1788,62170.021592810306
1789,95743.89749671635
1790,81177.52253721292
1791,186464.9552515922
1792,162409.68921490578
1793,128821.12976367571
1794,157242.699601606
1795,135882.8438830763
1796,122960.92755232412
1797,112024.16062173736
1798,120287.4359304544
1799,109406.55900676388
1800,127783.79695150265
1801,126872.62923568749
1802,128374.25622203275
1803,146989.94628420318
1804,134922.20883434918
1805,134842.7612487935
1806,126245.35984609486
1807,134713.7623401533
1808,122987.8671818693
1809,125363.30244004357
1810,136424.7997584
1811,92231.22731188909
1812,95893.1319179518
1813,128702.13040137252
1814,97476.11660829674
1815,55994.08584531813
1816,106164.78006055998
1817,104777.4608393799
1818,143965.06048668822
1819,124162.04994493253
1820,58217.99789429566
1821,109686.46084501772
1822,152982.42308368126
1823,47774.56187130292
1824,126946.3929453075
1825,130596.78148957924
1826,107927.44092467928
1827,102320.0994941294
1828,134811.80107428916
1829,124733.33037747619
1830,145069.87701051057
1831,142255.63410518016
1832,71610.50209058724
1833,133634.7859032417
1834,121643.72192354145
1835,119541.40391186849
1836,123391.22644723147
1837,83736.54494847087
1838,128638.78258101291
1839,100306.44369019766
1840,142837.81424147767
1841,135820.11058757556
1842,93547.39163992355
1843,129941.8948450907
1844,141246.04214896722
1845,144875.62233049312
1846,159727.3095939486
1847,163613.46361939577
1848,56363.63878209326
1849,106410.6642545455
1850,116615.84789658683
