Id,SalePrice
1461,121265.02299026286
1462,156445.50363485492
1463,184302.0242784074
1464,197331.958058396
1465,196012.6463060293
1466,175275.64322433397
1467,165918.6739220344
1468,165979.8599363724
1469,179203.06446938662
1470,125395.50149903525
1471,194083.65287847054
1472,95532.63962813617
1473,98471.40321776149
1474,151906.83396725266
1475,124327.73922787973
1476,377960.8042349092
1477,255584.418729447
1478,279636.5330676827
1479,277036.75469648687
1480,523325.21148848726
1481,321851.59249482676
1482,197206.15816543024
1483,174371.58645877877
1484,172543.2018458696
1485,176338.330380118
1486,194789.19411151123
1487,341085.1880646801
1488,226599.58896172026
1489,212176.74759197663
1490,231890.3775029055
1491,195917.576814849
1492,84750.15497366799
1493,186540.31506636768
1494,314103.7103106327
1495,285832.8293579082
1496,237220.09350656296
1497,182034.32983428394
1498,168488.85584671458
1499,165865.22182321036
1500,152266.38337686367
1501,178696.9880490039
1502,154263.76386031148
1503,282221.374011676
1504,241628.39459625765
1505,223222.30659833492
1506,178996.87933029037
1507,233626.7995327682
1508,199434.94283298912
1509,160210.28678055402
1510,146383.5810568189
1511,143622.62395254534
1512,176474.81482825222
1513,133305.0080632414
1514,167527.63250234845
1515,195662.0690836431
1516,148223.19007842167
1517,160830.4863176208
1518,130318.42017020419
1519,230349.2558502576
1520,133543.1596287785
1521,135493.9910892613
1522,171317.02835322876
1523,110620.41668602056
1524,121807.76952328964
1525,126669.32544542127
1526,108395.62008602897
1527,100823.77851360598
1528,130878.80640687952
1529,149686.71543676243
1530,175302.1443367356
1531,104979.24097481766
1532,96765.06961615189
1533,145764.88363893537
1534,123511.82162633048
1535,145853.56280881792
1536,105104.54262929986
1537,58046.08465853912
1538,158544.93306595602
1539,199824.5083499844
1540,90186.31282572048
1541,141414.81365120126
1542,133990.00202921723
1543,210587.8599341638
1544,74418.41319551726
1545,104042.02438399961
1546,130681.08108592781
1547,139909.89729220426
1548,135724.46997365577
1549,120994.53107801311
1550,145243.57819779328
1551,107694.89995821865
1552,128437.01449869532
1553,150192.84910648878
1554,111392.00690832494
1555,163404.61569738886
1556,73480.95423820187
1557,101892.74437918246
1558,97175.77059822009
1559,83082.36917409758
1560,134574.66848340232
1561,137421.5562122795
1562,129239.10738927289
1563,119617.65253024737
1564,156365.0401588298
1565,148700.99837624223
1566,223459.64767915805
1567,70211.28426297274
1568,240476.89886650027
1569,132968.8609369185
1570,136087.65684052417
1571,121781.83409661328
1572,147782.74905380353
1573,256386.21374849873
1574,114995.52045543246
1575,222786.65707322973
1576,234068.2815801944
1577,198984.592500965
1578,144875.95933640443
1579,139985.74524315403
1580,189497.50500179964
1581,150934.18978716258
1582,128405.14733364913
1583,326505.6626848225
1584,231820.41127626144
1585,140471.76920354427
1586,66391.83064054191
1587,100125.43243256706
1588,154631.50362406258
1589,98037.61794476827
1590,137519.07314750788
1591,98343.73311889131
1592,117988.81041371461
1593,137070.21290951114
1594,130830.09557731061
1595,101973.17539722443
1596,233699.90140755274
1597,191811.41132251496
1598,203469.0986670983
1599,173820.11004120225
1600,169284.25904834925
1601,63176.319959506654
1602,110378.76347945975
1603,92694.09025037574
1604,268632.14804450294
1605,235262.84589823856
1606,168849.61339704186
1607,161025.58219948696
1608,214921.9847057599
1609,193610.2248647862
1610,143766.01135776474
1611,136278.68572612337
1612,165770.1750259029
1613,164562.36953484156
1614,128451.24378901435
1615,84333.73542392506
1616,71748.76214894593
1617,91372.38055312252
1618,126160.0078438864
1619,140033.1978736958
1620,153100.20334477615
1621,133420.70835340445
1622,137085.0999033447
1623,261960.23215568752
1624,217189.43102959514
1625,117472.94689292941
1626,156162.8118320651
1627,188179.14285101715
1628,268546.9501346849
1629,181836.82410221425
1630,353195.84978548216
1631,214812.19224650593
1632,234038.1970495244
1633,169349.98873089923
1634,191973.32213610824
1635,180565.89771381466
1636,152532.55606028938
1637,197209.31810524053
1638,191481.02717982582
