Id,SalePrice
1461,857.8437724026824
1462,932.718512119515
1463,997.6147785889715
1464,1028.1412643940853
1465,1021.6382060748667
1466,973.4408096711797
1467,986.4160338695011
1468,947.885539769788
1469,1023.441285031277
1470,849.9609017378131
1471,1009.8829617967106
1472,798.8954094645861
1473,787.1552242179793
1474,913.6581536465841
1475,822.4430476349197
1476,1267.6657447497116
1477,1105.6230160089797
1478,1169.1169525282812
1479,1171.4151231056617
1480,1414.5297645808905
1481,1219.2493126504435
1482,1041.6315819771248
1483,992.5806116290197
1484,947.1023822760931
1485,1008.1280859362362
1486,1018.2528956912853
1487,1229.9767555726287
1488,1082.3610244434917
1489,1012.1094420327071
1490,1096.060047961355
1491,1019.375893038453
1492,781.4105741941657
1493,997.6784051793873
1494,1168.249404388669
1495,1168.2448263314038
1496,1085.8241964693789
1497,990.9270995443134
1498,967.7907353229353
1499,950.9787817023325
1500,937.8017978787834
1501,985.2979737881834
1502,924.8403280194739
1503,1167.4038821241786
1504,1098.2666588108232
1505,1071.8594169661226
1506,1017.9416357430422
1507,1113.4816525040544
1508,1032.3996215937757
1509,954.5623562901538
1510,910.5511712339585
1511,933.0901583563362
1512,988.6146150928276
1513,921.5813279595978
1514,943.4880765399184
1515,1024.4699622238038
1516,940.5558676476569
1517,978.5478034033248
1518,890.3388166474571
1519,1045.5514026256608
1520,870.0021967828083
1521,883.0887001321237
1522,993.5375529696936
1523,832.3344539004808
1524,870.1455047274511
1525,856.969400911824
1526,830.996810604444
1527,821.9677762442776
1528,911.1339274128195
1529,928.1242558246437
1530,1002.4505023413196
1531,813.885847336143
1532,794.0354418007337
1533,929.0119410365148
1534,874.8747265857082
1535,927.3489737881864
1536,826.4574995007143
1537,662.5730329053143
1538,923.1262036418182
1539,1002.834408314785
1540,787.3804961655536
1541,902.2319334002356
1542,914.4466081972782
1543,1002.7449237089451
1544,764.1985563047793
1545,850.1523340978773
1546,891.7630982227566
1547,879.5239837876717
1548,906.4309901418117
1549,860.4404039028599
1550,885.3323695913797
1551,820.0800039238177
1552,892.8951646574493
1553,922.9952310860581
1554,853.6499589554832
1555,949.8204881966157
1556,750.7380349351149
1557,823.0348818242228
1558,808.7733299510918
1559,669.3353961100445
1560,884.3252349247088
1561,875.892432749451
1562,878.2847166660771
1563,852.094517506544
1564,939.436760607944
1565,926.904872394432
1566,1094.3593016664718
1567,728.9864045239013
1568,1079.4778229265723
1569,873.3778520399269
1570,897.4727857635528
1571,868.6928231086225
1572,913.5078219152615
1573,1094.8769299276642
1574,858.9586699284762
1575,1082.8057778155214
1576,1117.246328772456
1577,986.7363733184719
1578,922.4709554701819
1579,913.6181590219994
1580,1021.4477295527399
1581,937.4816913557559
1582,861.2006985511342
1583,1178.0744034870913
1584,1058.3608228256198
1585,891.4785009835139
1586,693.057497222112
1587,811.0017206042228
1588,937.9581848847249
1589,794.3591526108179
1590,893.0714169746399
1591,777.1713253054147
1592,845.712005743769
1593,863.3598501566861
1594,860.6322470089517
1595,821.2150724666535
1596,1067.7763692092465
1597,1016.9387616505368
1598,1081.0967170969739
1599,958.7686616591029
1600,938.394076339783
1601,690.3812224299926
1602,849.0832738246597
1603,700.2400312299181
1604,1129.6349658248425
1605,1098.8913500896306
1606,966.4443615317416
1607,998.4574089968692
1608,1054.812534048428
1609,991.6793552146236
1610,928.2583328071581
1611,905.2361141141181
1612,979.2381512484044
1613,961.633193846341
1614,873.4160523076956
1615,792.6906909674301
1616,742.3165300124958
1617,789.5025267341041
1618,865.5220208230892
1619,892.9137409969654
1620,922.9182324330229
1621,909.0170640618794
1622,904.8423119628798
1623,1130.1646037106536
1624,1050.2738235612535
1625,848.7191478851802
1626,975.2055667152711
1627,1019.3708780174284
1628,1161.2227346837162
1629,985.3783791092555
1630,1262.521722963219
1631,1077.3277780859826
1632,1110.189655278505
1633,973.111764220435
1634,999.5895952467909
1635,978.2476341778502
1636,929.5192749647067
1637,1039.884116853374
1638,984.7072731705772
1639,1014.6169808726337
1640,1115.8617387175525
1641,992.4525718700129
1642,1101.2632398804953
1643,1053.509846751018
1644,1085.7566974160632
1645,1031.1806334070898
1646,946.1880242511065
1647,945.7751578949927
1648,882.3054372727587
1649,905.9783806130471
1650,832.539553714831
1651,861.3302757557066
1652,798.7576044172926
1653,806.1153995922484
1654,913.8514161221572
1655,879.6593538319033
1656,898.4595186905686
1657,918.0134688218013
1658,910.6713658142694
1659,843.3873720639374
1660,934.5514416466901
1661,1345.5121697293757
1662,1303.1483356453878
1663,1281.894302405506
1664,1434.450153077997
1665,1194.5336851153797
1666,1227.1659465860957
1667,1287.4753299158915
1668,1248.0639443062325
1669,1190.0846128390547
1670,1241.9280264444328
1671,1122.8670056644403
1672,1339.1464744557572
1673,1160.3203139084621
1674,1088.194273242263
1675,1017.5007955813209
1676,1011.3422485956294
1677,1059.5715980170535
1678,1377.7856890665591
1679,1300.8421309737519
1680,1225.3872281106455
1681,1101.7952471295296
1682,1203.1952711981544
1683,998.359352969758
1684,980.2645845615758
1685,974.938708605883
1686,961.7550535690107
1687,971.3005335323672
1688,1008.986840373667
1689,1014.7171514222902
1690,1019.9649502756109
1691,1001.565145225719
1692,1132.067684648202
1693,966.2686961822459
1694,993.6527602274634
1695,958.9860333859037
1696,1140.0137822630586
1697,972.8185644688929
1698,1244.6405263915588
1699,1188.4619794640632
1700,1115.2364227070748
1701,1144.4206530919575
1702,1098.114500344803
1703,1085.653579876969
1704,1145.3927952105707
1705,1087.0267194624328
1706,1351.9611006766943
1707,1052.2219763323583
1708,1028.5140559363695
1709,1136.3876591807339
1710,1062.4330326326005
1711,1152.7378541284384
1712,1120.5810663453376
1713,1155.9700151487775
1714,1070.6688128372532
1715,1043.065119298118
1716,997.1717726971357
1717,979.9431986033488
1718,900.8918127882885
1719,1051.6689176910413
1720,1095.861004327193
1721,953.5058148836098
1722,873.6693250100533
1723,937.740040440281
1724,1035.6287637783582
1725,1086.3148851782298
1726,1003.226969527834
1727,938.8816603859871
1728,976.1003591972171
1729,966.1455161187486
1730,945.4984566202613
1731,851.5452423012275
1732,868.9976702190486
1733,835.0764201974653
1734,856.6901248174366
1735,870.3511661753844
1736,816.617088274764
1737,1194.0767875453116
1738,1114.1100685691392
1739,1098.1633341118586
1740,1057.4906744329796
1741,1006.0538289334913
1742,979.1906720340362
1743,992.9625808708481
1744,1218.4377807846174
1745,1073.1610812103436
1746,990.2238850384063
1747,1053.1703126674367
1748,1061.4919428738776
1749,908.5318689320931
1750,868.7659156670837
1751,1120.8685399275519
1752,842.2114142993432
1753,941.5351666681963
1754,1017.4874602118657
1755,956.8380861484133
1756,869.0536985280437
1757,856.5551567998131
1758,912.9474829852692
1759,944.5463724870689
1760,958.1204637797337
1761,932.3466744551338
1762,985.7362602722378
1763,1009.9837646505451
1764,831.3647988502497
1765,984.7432143849704
1766,1019.0291612671215
1767,1085.3538693642179
1768,905.8660197125373
1769,978.5674653253197
1770,933.3990245681726
1771,867.5242541830585
1772,889.4612581378584
1773,862.7178130565525
1774,920.4854146069209
1775,905.2655611879854
1776,874.1222526707079
1777,822.479116974548
1778,903.6596695466687
1779,855.1887984434336
1780,994.2837729074074
1781,877.1914762965431
1782,756.3038559853541
1783,915.6454922209639
1784,826.4701912886873
1785,880.8011315567175
1786,906.5861246570485
1787,963.1645235660743
1788,665.4721096307944
1789,799.1424427040486
1790,733.4258958735965
1791,998.3494383232963
1792,965.2726780140654
1793,870.655672818686
1794,939.6230459298573
1795,896.873701696715
1796,875.3922119524387
1797,843.6430006193068
1798,859.8580859443779
1799,825.4393408210511
1800,881.0319472164281
1801,874.8134702333995
1802,905.6731221940632
1803,926.7335289127647
1804,893.449947350609
1805,894.0611295370418
1806,878.9146911066907
1807,892.1754558995431
1808,870.296531635938
1809,872.4899401490148
1810,895.4300314072077
1811,781.9626952181883
1812,801.5863612114538
1813,865.4499959514069
1814,785.8009555831209
1815,648.4373274279441
1816,808.0314282586215
1817,814.2973851060397
1818,918.5706152086154
1819,869.3367682453805
1820,627.2267159551279
1821,857.5838771642848
1822,933.9763580996305
1823,585.6052746148254
1824,884.377439456452
1825,898.2343866048058
1826,808.6248294025079
1827,803.5546283603685
