ImageId,Label
1,2
2,0
3,9
4,7
5,6
6,7
7,0
8,3
9,0
10,3
11,8
12,9
13,4
14,0
15,9
16,2
17,3
18,1
19,9
20,0
21,9
22,1
23,1
24,5
25,7
26,9
27,2
28,7
29,9
30,9
31,9
32,8
33,4
34,8
35,6
36,2
37,9
38,8
39,8
40,6
41,9
42,7
43,4
44,9
45,8
46,3
47,9
48,8
49,1
50,9
51,6
52,8
53,1
54,3
55,8
56,6
57,1
58,8
59,2
60,0
61,9
62,1
63,9
64,0
65,0
66,0
67,1
68,9
69,0
70,1
71,6
72,8
73,8
74,8
75,9
76,8
77,2
78,9
79,6
80,3
81,8
82,9
83,1
84,0
85,9
86,6
87,4
88,3
89,6
90,9
91,2
92,2
93,6
94,6
95,8
96,9
97,3
98,5
99,7
100,9
101,0
102,9
103,8
104,0
105,9
106,1
107,0
108,4
109,0
110,3
111,6
112,0
113,9
114,1
115,1
116,7
117,1
118,1
119,8
120,8
121,3
122,9
123,3
124,1
125,6
126,3
127,8
128,9
129,5
130,9
131,3
132,8
133,6
134,4
135,0
136,0
137,3
138,1
139,0
140,6
141,4
142,3
143,6
144,5
145,8
146,8
147,7
148,7
149,3
150,1
151,5
152,6
153,8
154,6
155,0
156,8
157,7
158,9
159,7
160,8
161,3
162,0
163,4
164,5
165,1
166,1
167,9
168,6
169,3
170,0
171,6
172,9
173,7
174,6
175,1
176,6
177,9
178,4
179,1
180,8
181,4
182,9
183,8
184,6
185,4
186,9
187,6
188,1
189,1
190,0
191,6
192,8
193,4
194,2
195,6
196,0
197,9
198,7
199,8
200,9
201,1
202,9
203,0
204,9
205,9
206,0
207,8
208,4
209,6
210,6
211,0
212,9
213,3
214,6
215,9
216,8
217,9
218,6
219,3
220,4
221,2
222,3
223,1
224,2
225,8
226,6
227,9
228,6
229,1
230,0
231,0
232,9
233,9
234,1
235,7
236,8
237,2
238,8
239,9
240,6
241,8
242,6
243,2
244,8
245,8
246,8
247,9
248,8
249,9
250,9
251,9
252,9
253,9
254,9
255,8
256,7
257,8
258,1
259,4
260,8
261,6
262,2
263,8
264,5
265,7
266,0
267,6
268,8
269,3
270,1
271,6
272,0
273,6
274,3
275,1
276,9
277,1
278,9
279,8
280,6
281,0
282,9
283,6
284,2
285,8
286,9
287,7
288,9
289,3
290,9
291,8
292,9
293,7
294,9
295,9
296,6
297,8
298,5
299,2
300,3
301,2
302,9
303,8
304,8
305,6
306,3
307,6
308,8
309,9
310,8
311,8
312,8
313,9
314,0
315,0
316,3
317,8
318,4
319,1
320,8
321,8
322,1
323,1
324,9
325,8
326,4
327,9
328,1
329,9
330,7
331,6
332,3
333,1
334,3
335,0
336,9
337,4
338,9
339,6
340,9
341,6
342,3
343,1
344,8
345,6
346,0
347,0
348,5
349,3
350,5
351,6
352,4
353,7
354,8
355,9
356,2
357,7
358,9
359,2
360,9
361,8
362,6
363,2
364,8
365,9
366,3
367,3
368,9
369,1
370,2
371,1
372,8
373,9
374,9
375,7
376,6
377,9
378,8
379,3
380,9
381,6
382,8
383,8
384,9
385,6
386,6
387,9
388,1
389,3
390,4
391,1
392,9
393,9
394,9
395,2
396,1
397,1
398,1
399,9
400,3
401,9
402,7
403,6
404,9
405,1
406,1
407,2
408,0
409,9
410,8
411,0
412,0
413,9
414,1
415,6
416,9
417,1
418,1
419,3
420,5
421,3
422,6
423,6
424,8
425,3
426,1
427,9
428,9
429,4
430,7
431,4
432,8
433,0
434,6
435,2
436,1
437,9
438,7
439,8
440,0
441,9
442,4
443,7
444,4
445,9
446,4
447,1
448,8
449,8
450,8
451,9
452,7
453,6
454,9
455,0
456,9
457,6
458,8
459,9
460,9
461,1
462,7
463,8
464,2
465,8
466,1
467,7
468,9
469,4
470,1
471,1
472,4
473,9
474,8
475,6
476,3
477,1
478,3
479,1
480,0
481,4
482,9
483,1
484,2
485,9
486,9
487,4
488,9
489,8
490,9
491,9
492,9
493,2
494,4
495,2
496,9
497,8
498,3
499,3
500,0
501,6
502,6
503,9
504,2
505,1
506,8
507,9
508,6
509,0
510,6
511,7
512,8
513,9
514,4
515,9
516,8
517,8
518,7
519,4
520,3
521,6
522,9
523,0
524,9
525,9
526,1
527,0
528,1
529,1
530,7
531,2
532,8
533,3
534,8
535,9
536,5
537,6
538,8
539,9
540,1
541,0
542,2
543,9
544,2
545,0
546,0
547,0
548,9
549,6
550,1
551,1
552,0
553,0
554,8
555,4
556,0
557,7
558,8
559,6
560,2
561,8
562,8
563,8
564,1
565,6
566,8
567,5
568,1
569,1
570,9
571,6
572,8
573,3
574,6
575,0
576,5
577,1
578,5
579,6
580,2
581,5
582,1
583,3
584,6
585,9
586,1
587,7
588,6
589,8
590,8
591,9
592,8
593,1
594,5
595,6
596,6
597,2
598,6
599,0
600,8
601,6
602,1
603,9
604,1
605,1
606,2
607,8
608,8
609,6
610,1
611,9
612,4
613,8
614,6
615,8
616,4
617,7
618,0
619,0
620,3
621,8
622,8
623,9
624,9
625,0
626,9
627,9
628,3
629,2
630,4
631,6
632,1
633,8
634,6
635,1
636,9
637,9
638,7
639,8
640,0
641,0
642,9
643,9
644,6
645,9
646,7
647,4
648,9
649,1
650,8
651,9
652,9
653,0
654,2
655,8
656,3
657,4
658,8
659,3
660,7
661,6
662,3
663,4
664,0
665,4
666,8
667,1
668,8
669,3
670,2
671,3
672,9
673,4
674,3
675,8
676,7
677,7
678,2
679,6
680,0
681,6
682,9
683,9
684,9
685,1
686,3
687,6
688,6
689,9
690,9
691,8
692,6
693,0
694,1
695,8
696,9
697,8
698,9
699,8
700,8
701,4
702,0
703,4
704,0
705,2
706,0
707,8
708,9
709,6
710,8
711,6
712,2
713,1
714,8
715,3
716,6
717,5
718,0
719,7
720,3
721,9
722,3
723,1
724,0
725,1
726,6
727,6
728,9
729,8
730,5
731,9
732,1
733,3
734,6
735,7
736,9
737,1
738,6
739,1
740,8
741,4
742,8
743,6
744,9
745,3
746,9
747,8
748,9
749,9
750,6
751,6
752,9
753,9
754,6
755,4
756,4
757,7
758,1
759,1
760,2
761,8
762,0
763,4
764,0
765,4
766,0
767,0
768,8
769,1
770,9
771,6
772,6
773,0
774,1
775,4
776,3
777,4
778,6
779,3
780,1
781,8
782,6
783,7
784,8
785,3
786,4
787,5
788,9
789,8
790,2
791,1
792,0
793,1
794,0
795,6
796,3
797,1
798,6
799,9
800,9
801,1
802,1
803,3
804,3
805,1
806,9
807,9
808,6
809,8
810,1
811,8
812,9
813,7
814,9
815,6
816,4
817,0
818,9
819,9
820,5
821,3
822,0
823,5
824,0
825,1
826,9
827,0
828,4
829,4
830,2
831,1
832,8
833,8
834,9
835,3
836,9
837,6
838,1
839,1
840,1
841,8
842,9
843,0
844,9
845,4
846,6
847,7
848,2
849,8
850,5
851,9
852,9
853,9
854,7
855,6
856,9
857,1
858,3
859,7
860,8
861,0
862,9
863,1
864,8
865,2
866,3
867,6
868,9
869,8
870,3
871,4
872,8
873,7
874,3
875,8
876,8
877,1
878,1
879,0
880,1
881,4
882,4
883,1
884,9
885,8
886,7
887,1
888,5
889,4
890,9
891,1
892,9
893,2
894,0
895,4
896,6
897,9
898,9
899,1
900,1
901,8
902,3
903,8
904,9
905,9
906,9
907,9
908,3
909,2
910,7
911,2
912,0
913,9
914,7
915,1
916,6
917,4
918,6
919,1
920,2
921,1
922,1
923,5
924,9
925,4
926,9
927,9
928,2
929,6
930,3
931,3
932,2
933,1
934,2
935,8
936,0
937,7
938,7
939,9
940,5
941,6
942,3
943,6
944,1
945,0
946,9
947,3
948,2
949,9
950,8
951,6
952,9
953,8
954,2
955,3
956,2
957,8
958,6
959,6
960,2
961,9
962,9
963,4
964,0
965,9
966,8
967,1
968,8
969,7
970,2
971,3
972,2
973,4
974,6
975,7
976,0
977,8
978,0
979,7
980,4
981,0
982,8
983,7
984,9
985,9
986,7
987,0
988,8
989,8
990,2
991,1
992,9
993,0
994,6
995,8
996,3
997,3
998,2
999,8
1000,9
1001,0
1002,9
1003,0
1004,7
1005,1
1006,8
1007,3
1008,2
1009,6
1010,9
1011,2
1012,6
1013,3
1014,9
1015,3
1016,9
1017,3
1018,3
1019,7
1020,3
1021,8
1022,9
1023,9
1024,6
1025,6
1026,6
1027,1
1028,8
1029,5
1030,1
1031,9
1032,1
1033,8
1034,9
1035,4
1036,8
1037,8
1038,1
1039,0
1040,0
1041,1
1042,6
1043,1
1044,9
1045,2
1046,6
1047,2
1048,7
1049,8
1050,6
1051,2
1052,6
1053,6
1054,8
1055,9
1056,1
1057,1
1058,0
1059,6
1060,3
1061,0
1062,0
1063,6
1064,0
1065,9
1066,9
1067,9
1068,0
1069,8
1070,9
1071,2
1072,6
1073,9
1074,6
1075,9
1076,2
1077,6
1078,1
1079,8
1080,9
1081,8
1082,0
1083,5
1084,3
1085,7
1086,9
1087,6
1088,6
1089,3
1090,1
1091,3
1092,3
1093,0
1094,1
1095,7
1096,6
1097,2
1098,3
1099,8
1100,3
1101,4
1102,6
1103,9
1104,1
1105,9
1106,6
1107,0
1108,6
1109,7
1110,6
1111,7
1112,2
1113,0
1114,1
1115,0
1116,0
1117,3
1118,6
1119,2
1120,9
1121,1
1122,4
1123,8
1124,1
1125,6
1126,3
1127,8
1128,6
1129,1
1130,6
1131,0
1132,8
1133,8
1134,0
1135,8
1136,6
1137,9
1138,7
1139,9
1140,7
1141,6
1142,0
1143,8
1144,1
1145,2
1146,6
1147,9
1148,8
1149,8
1150,3
1151,6
1152,7
1153,8
1154,4
1155,7
1156,9
1157,3
1158,1
1159,8
1160,0
1161,9
1162,1
1163,2
1164,0
1165,6
1166,9
1167,8
1168,5
1169,9
1170,8
1171,9
1172,8
1173,9
1174,4
1175,8
1176,5
1177,8
1178,9
1179,2
1180,8
1181,3
1182,8
1183,9
1184,9
1185,0
1186,7
1187,0
1188,3
1189,3
1190,9
1191,8
1192,3
1193,3
1194,9
1195,8
1196,8
1197,8
1198,8
1199,2
1200,4
1201,5
1202,8
1203,0
1204,0
1205,1
1206,9
1207,9
1208,6
1209,4
1210,0
1211,6
1212,7
1213,8
1214,9
1215,8
1216,7
1217,6
1218,9
